Rating,Mobile Name:,Price,RAM
4.4,"Redmi Note 4 (Gold, 64 GB)",12999,4
4.4,"Mi A1 (Black, 64 GB)",14999,4
4.4,"Redmi Note 4 (Black, 64 GB)",12999,4
3.8,"Smartron srt.phone (Titanium Gray, 64 GB)",11999,4
4.3,"OPPO F3 Plus (Gold, 64 GB)",24990,4
4.4,"Honor 9i (Prestige Gold, 64 GB)",17999,4
4.4,"Redmi Note 4 (Dark Grey, 64 GB)",12999,4
4.4,"Mi A1 (Gold, 64 GB)",14999,4
4.3,"Samsung Galaxy On Max (Black, 32 GB)",15900,4
4.1,"Lenovo K8 Plus (Venom Black, 32 GB)",10999,4
4.4,"Mi Max 2 (Black, 64 GB)",16999,4
4.3,"Moto G5 Plus (Lunar Grey, 32 GB)",13999,4
4.3,"Moto G5 Plus (Fine Gold, 32 GB)",12999,4
3.8,"Smartron srt.phone (Titanium Gray, 32 GB)",10999,4
3.6,"LeEco Le Max2 (Rose Gold, 32 GB)",11999,4
4.2,"OPPO F3 (Gold, 64 GB)",18990,4
3.8,"ZTE Blade A2 Plus (Golden, 32 GB)",8999,4
3.8,"ZTE Blade A2 Plus (Grey, 32 GB)",8999,4
4.1,"Lenovo K8 Plus (Fine Gold, 32 GB)",10999,4
4.1,"Lenovo Vibe K5 Note (Silver, 32 GB)",9999,4
3.9,"Moto M (Gold, 64 GB)",12999,4
3.9,"Moto M (Silver, 64 GB)",12999,4
3.9,"Moto M (Grey, 64 GB)",12999,4
4.3,"Honor 6X (Silver, 64 GB)",11999,4
4,"Asus Zenfone 4 Selfie Dual Camera (Gold, 64 GB)",13999,4
4.4,"VIVO V7+ (Gold, 64 GB)",21990,4
4.4,"VIVO V7+ (Matte Black, 64 GB)",21990,4
4.4,"Samsung Galaxy S7 (Black Onyx, 32 GB)",29990,4
4.4,"Samsung Galaxy S7 (Gold Platinum, 32 GB)",29990,4
3.8,"Smartron srt.phone (Titanium Gray, 64 GB)",11999,4
4.4,"Samsung Galaxy S7 (Silver Titanium, 32 GB)",29990,4
4.4,"Samsung J7 Max (Gold, 32 GB)",17900,4
4,"Lenovo K6 Power (Gold, 32 GB)",10999,4
3.8,"Smartron srt.phone (Titanium Gray, 32 GB)",10999,4
4,"Yu Yureka 2 (Champagne/Gold, 64 GB)",11999,4
4.4,"Samsung J7 Max (Black, 32 GB)",17900,4
3.9,"Lenovo Z2 Plus (Black, 64 GB)",11431,4
4.3,"VIVO V5 Plus (Gold, 64 GB)",22990,4
4,"Asus Zenfone 3 Laser (Gold, 32 GB)",10999,4
3.9,"HTC U Ultra (Brilliant Black, 64 GB)",30990,4
4.1,"Lenovo Vibe K5 Note (Silver, 64 GB)",11499,4
4.1,"Lenovo Vibe K5 Note (Gold, 64 GB)",11499,4
4.3,"Lenovo P2 (Gold, 32 GB)",15499,4
3.9,"Coolpad Note 5 (Royal Gold, 32 GB)",9900,4
4.2,"OPPO F3 (Black, 64 GB)",18990,4
4.3,"Honor 8 Lite (Blue, 64 GB)",15300,4
4.2,"LG G6 (Platinum, 64 GB)",33990,4
4.2,"LG G6 (Black, 64 GB)",33990,4
4.1,"Gionee A1 (Gold, 64 GB)",16999,4
3.8,"Smartron srt.phone (Titanium Gray, 64 GB)",11999,4
4.3,"VIVO V5s Perfect Selfie (Energetic Blue, 64 GB)",17990,4
4.3,"VIVO V5s Perfect Selfie (Crown Gold, 64 GB)",17990,4
4.3,"VIVO V5s Perfect Selfie (Matte Black, 64 GB)",17990,4
3.8,"Smartron srt.phone (Titanium Gray, 32 GB)",10999,4
4.1,"Gionee A1 (Black, 64 GB)",15453,4
4.5,"Google Pixel XL (Very Silver, 32 GB)",39999,4
4.6,"Coolpad Cool C1 C103 (Gold, 64 GB)",12440,4
4.6,"Samsung Galaxy S8 Plus (Midnight Black, 64 GB)",58900,4
4,"Asus Zenfone 3 Laser (Silver, 32 GB)",10999,4
4.4,Honor 8,17999,4
4.4,Honor 8,17999,4
4.4,Honor 8,17999,4
4.1,"HTC Desire 10 Pro (Stone Black, 64 GB)",20490,4
4.1,"HTC Desire 10 Pro (Polar White, 64 GB)",18995,4
3.9,"Coolpad Note 5 (Space Grey, 32 GB)",9990,4
3.9,"Coolpad Cool 1 (Gold, 32 GB)",13200,4
4.2,"Moto Z with Style Mod (White, 64 GB)",39999,4
4.2,"Moto Z with Style Mod (Black, 64 GB)",39999,4
4.4,"Samsung C7 Pro (Navy Blue, 64 GB)",24900,4
3.8,"Coolpad A8 (Royal Gold, 64 GB)",10949,4
4.4,"Moto Z2 Play (Fine Gold, 64 GB)",24999,4
4.4,"Moto Z2 Play (Lunar Gray, 64 GB)",24999,4
4.3,"Honor 8 Lite (Black, 64 GB)",15068,4
3.8,"Smartron srt.phone (Titanium Gray, 64 GB)",11999,4
4.3,"Samsung Galaxy A9 Pro (Gold, 32 GB)",22800,4
4.1,"Sony Xperia XA1 Plus (Black, 32 GB)",24990,4
4.1,"Sony Xperia XA1 Plus (Gold, 32 GB)",24990,4
4.1,"Sony Xperia XA1 Plus (Blue, 32 GB)",24990,4
5,"Sony Xperia XZ1 (Black, 64 GB)",44990,4
3.8,"Smartron srt.phone (Titanium Gray, 32 GB)",10999,4
3.8,"Yu Yunicorn (Rush Silver, 32 GB)",9499,4
3.8,"Yu Yunicorn (Gold Rush, 32 GB)",9499,4
4.5,"Google Pixel (Very Silver, 32 GB)",57000,4
4.2,"VIVO V5 (Crown gold, 32 GB)",16990,4
4.3,"Asus Zenfone 3 (White, 64 GB)",16550,4
3.6,"Swipe Elite Max (Onyx Black, 32 GB)",12999,4
4.5,"Google Pixel XL (Quite Black, 128 GB)",49490,4
4.3,"Asus Zenfone 3 (Black, 64 GB)",17999,4
4.6,"Samsung Galaxy S8 Plus (Coral Blue, 64 GB)",58900,4
3.9,"Micromax Evok Dual Note (Prussian Blue, 32 GB)",10999,4
4.5,"Google Pixel (Very Silver, 128 GB)",42490,4
3.9,"Asus Zenfone 2 ZE551ML (Silver, 128 GB)",29999,4
4.1,"Moto g5S (Lunar Gray, 32 GB)",14299,4
4.2,"Sony Xperia XA1 Ultra Dual (Black, 64 GB)",27990,4
4.2,"Sony Xperia XA1 Ultra Dual (White/Rainbow White, 64 GB)",27990,4
3.9,"Asus Zenfone Zoom S (Navy Black/Black, 64 GB)",26999,4
4.2,"Lava Z25 (Grey, 32 GB)",14990,4
3.8,"Smartron srt.phone (Titanium Gray, 64 GB)",11999,4
4.2,"Lava Z25 (Gold, 32 GB)",14990,4
4.3,"Asus Zenfone 3 (Gold, 64 GB)",16799,4
4.3,"Samsung GALAXY C7 PRO (Gold, 64 GB)",24900,4
3.8,"Smartron srt.phone (Titanium Gray, 32 GB)",10999,4
4.1,"Gionee A1 (Grey, 64 GB)",15650,4
4.2,"OPPO F1s (Grey, 64 GB)",17990,4
4.2,"OPPO F1s (Rose Gold, 64 GB)",17990,4
4.2,"OPPO F1s (Gold, 64 GB)",17990,4
4.1,"Lenovo Vibe K5 Note (Gold, 32 GB)",9999,4
4.6,"Samsung Galaxy S8 Plus (Orchid Grey, 64 GB)",58900,4
3.7,"Asus Zenfone Zoom (Black, 64 GB)",14999,4
4.6,"Samsung Galaxy S8 (Orchid Grey, 64 GB)",53900,4
4.1,"Moto g5S (Lunar Gray, 32 GB)",13400,4
3.7,"Asus Zenfone Zoom (White, 64 GB)",14999,4
4.6,"Samsung Galaxy S8 (Maple Gold, 64 GB)",53900,4
3.7,"Asus Zenfone 2 (Silver, 16 GB)",16999,4
4.1,"LG G5 (Gold, 32 GB)",52990,4
3.9,"Asus Zenfone Zoom S (Glacier Silver/Silver, 64 GB)",26999,4
4.4,"Micromax Dual 5 (Champagne, 128 GB)",24999,4
3.8,"Panasonic Eluga Ray Max (Space Grey, 32 GB)",9999,4
4.6,"Samsung Galaxy S8 Plus (Maple Gold, 64 GB)",58900,4
4.3,"Huawei Honor 8 Lite (Black, 64 GB)",15397,4
3.9,"OPPO F1 Plus (Gold, 64 GB)",19999,4
3.8,"Smartron srt.phone (Titanium Gray, 64 GB)",11999,4
4.4,"Sony Xperia XZs (Warm Silver, 64 GB)",39990,4
4.4,"Sony Xperia XZs (Black, 64 GB)",39990,4
4.4,"Sony Xperia XZs (Ice Blue, 64 GB)",39990,4
4.1,"LG G5 (Silver, 32 GB)",32000,4
4.4,"Samsung Galaxy S7 Edge (Blue Coral, 32 GB)",42900,4
3.8,"Smartron srt.phone (Titanium Gray, 32 GB)",10999,4
3.9,"OPPO F1 Plus (Rose Gold, 64 GB)",24000,4
4.5,"Google Pixel XL (Very Silver, 128 GB)",49490,4
4.5,"Huawei Honor 8 (Sakura Pink, 32 GB)",29999,4
4.5,"Sony Xperia XZ Premium Dual (Luminous Chrome, 64 GB)",59990,4
4.5,"Sony Xperia XZ Premium Dual (Deepsea Black, 64 GB)",59990,4
4.2,"LG V20 (Silver, 64 GB)",30890,4
3.8,"Micromax Canvas 6 Pro (Black, 16 GB)",9149,4
4.4,"Samsung Galaxy S7 Edge (Pink Gold, 32 GB)",42900,4
3.9,"HTC U ULtra (Brilliant Black, 64 GB)",33000,4
3.9,"HTC U ULtra (Sapphire Blue, 64 GB)",33000,4
4.2,"HTC 10 (carbon gray, 32 GB)",34999,4
4.3,"Samsung Galaxy A9 Pro (Black, 32 GB)",23699,4
4.4,"mPhone 7 Plus (Gold, 64 GB)",19999,4
4.3,"Samsung Galaxy A9 Pro (White, 32 GB)",23699,4
4.2,"HTC 10 (Topaz Gold, 32 GB)",34999,4
4.6,"Smartron t-phone T5511 (Sunrise Orange, 64 GB)",24000,4
3.9,"HTC U Ultra (Sapphire Blue, 64 GB)",30990,4
3.8,"Google Pixel 2 XL (Black & White, 128 GB)",82000,4
3.8,"Google Pixel 2 XL (Just Black, 64 GB)",73000,4
4.2,"Smartron srt.phone (Titanium Gray, 64 GB)",11999,4
3.6,"Google Pixel 2 XL (Black & White, 64 GB)",73000,4
4.1,"Google Pixel 2 XL (Just Black, 128 GB)",82000,4
4.1,"Google Pixel 2 (Kinda Blue, 64 GB)",61000,4
3.9,"Smartron srt.phone (Titanium Gray, 32 GB)",10999,4
3.8,"Google Pixel 2 (Just Black, 64 GB)",61000,4
3.9,"Google Pixel 2 (Clearly White, 128 GB)",70000,4
3.7,"Google Pixel 2 (Clearly White, 64 GB)",61000,4
3.9,"Google Pixel 2 (Just Black, 128 GB)",70000,4
3.6,"LG V20 (Pink, 64 GB)",30990,4
4.1,"Asus Zenfone 2 Deluxe ZE551ML (White, 64 GB)",14499,4
3.8,"Smartron srt.phone (Titanium Gray, 64 GB)",11999,4
3.9,"Asus Zenfone 2 ZE551ML (Silver, 64 GB)",12490,4
4.5,"Google Pixel (Quite Black, 32 GB)",55999,4
4.1,"mPhone 8 (Gold, 64 GB)",23999,4
3.8,"Smartron srt.phone (Titanium Gray, 32 GB)",10999,4
4.4,"mPhone 7 Plus (Silver, 64 GB)",19999,4
4.4,"Samsung Galaxy S7 Edge (Black Onyx, 32 GB)",50001,4
4,"Lenovo K6 Note (Grey/Dark Grey, 32 GB)",11674,4
4,"Lenovo K6 Note (Silver, 32 GB)",11100,4
4,"Lenovo K6 Note (Gold, 32 GB)",12390,4
4.4,"Redmi Note 4 (Lake Blue, 64 GB)",12999,4
4.3,"Samsung Galaxy On Max (Gold, 32 GB)",15900,4
4.3,"Honor 6X (Grey, 64 GB)",11999,4
4,"Lenovo K6 Power (Silver, 32 GB)",10999,4
4,"Lenovo K6 Power (Grey / Dark Grey, 32 GB)",10999,4
4.1,"Lenovo Vibe K5 Note (Grey, 64 GB)",11499,4
4.3,"Lenovo P2 (GREY / GRAPHITE GREY, 32 GB)",15499,4
4.5,"Google Pixel XL (Quite Black, 32 GB)",39999,4
4.3,"Asus Zenfone 4 Selfie Pro (Gold, 64 GB)",21999,4
4.4,"OPPO F3 Deepika Padukone Limited Edition (Rose Gold, 64 GB)",18990,4
3.8,"Panasonic Eluga Ray Max (Rose Gold, 64 GB)",10499,4
4.4,"VIVO V5Plus Limited Edition (Matte Black, 64 GB)",22990,4
3.9,"Samsung galaxy note5 (black sapphire, 32 GB)",40999,4
4.2,"Samsung Galaxy Note 5 (Dual Sim) (Silver Titanium, 32 GB)",35499,4
3.8,"Smartron srt.phone (Titanium Gray, 64 GB)",11999,4
3.8,"Samsung Galaxy Note 5 (Gold Platinum, 32 GB)",35900,4
4,"Yu Yureka Black (Matte Black, 32 GB)",8999,4
4,"Yu Yureka Black (Chrome Black, 32 GB)",8999,4
4.1,"Samsung Galaxy Note 5 Dual (Gold Platinum, 32 GB)",34999,4
3.8,"Samsung Galaxy Note 5 (Silver Titanium, 32 GB)",39999,4
3.8,"Smartron srt.phone (Titanium Gray, 32 GB)",10999,4
4.7,"Samsung Galaxy Note 5 64GB Silver (Silver Titanium, 64 GB)",45900,4
4.3,"Asus Zenfone 4 Selfie Pro (Black, 64 GB)",21999,4
4.2,"Samsung Galaxy Note 5 (Dual Sim) (Black Sapphire, 32 GB)",40900,4
3.8,"Samsung Galaxy Note 5 64GB Single Sim - Gold (Gold, 64 GB)",53900,4
4.2,"Samsung Galaxy Note 5 32GB Single Sim - Silver (Silver, 32 GB)",42900,4
4.1,"Lenovo Vibe K5 Note (Grey, 32 GB)",9999,4
3,"Samsung Galaxy Note 5 64GB Single Sim -Black (Black, 64 GB)",48000,4
3.8,"Samsung Galaxy Note 5 (Black Sapphire, 32 GB)",40900,4
4.2,"Samsung Galaxy Note 5 (Dual Sim) (Gold Platinum, 64 GB)",49900,4
4.5,"Google Pixel (Quite Black, 128 GB)",52999,4
4.1,"VIVO V3 Max (Gold, 32 GB)",17891,4
4.2,"Samsung Galaxy Note 5 (Dual Sim) (Gold Platinum, 32 GB)",37800,4
4.2,"Samsung Galaxy S6 Edge+ (Gold Platinum, 32 GB)",34900,4
4.2,"VIVO V5 (Space Grey, 32 GB)",16990,4
3.8,"Samsung Galaxy Note 5 (Silver Titanium, 32 GB)",38900,4
4.3,"Asus Zenfone 4 Selfie Pro (Red, 64 GB)",21999,4
3.9,"Lenovo Z2 Plus (White, 64 GB)",11999,4
3.8,Kimfly Z5,2999,4
4.1,"HYVE Pryme (Gold, 32 GB)",8499,4
4.4,"Smartron srt.phone (Titanium Gray, 64 GB)",11999,4
3.9,"mPhone 8 (Rose Gold, 64 GB)",23999,4
3.8,"mPhone 7 Plus (White, 64 GB)",19999,4
